,filtered_tweets_pt
12356,"Pelo menos não tem mosquito da zika numa condições dessa. Chupa Brasil, aqui é RS!"
12357,gente vamo combater o mosquito do zika/dengue pfv https://t.co/EWDZR44yrZ
12358,"Ai se meu idolo n viesse p br por causa do Zika Virus... Eu ia la no EUA e socava a desgraça do mosquito na cara dele, eu hein"
12359,Coreia do Sul usará uniforme contra zika e dengue na Rio-2016: SEUL - A preocupação com o mosquito Aedes aegy... https://t.co/1cUYdq6oz7
12360,"Ian meu amo, o mosquito não sabe que você é famoso não, então pode parar de se achar o bucetudo que vai pegar zika quando vir aqui"
12361,Nois não é mosquito mais é cada zika
12362,"Espanta mosquito, é a cura da zika esse menino https://t.co/nS75ryzX3p"
12363,Colocaram uma placa na porta da escola escrito 'zika aqui não' ate parece que o mosquito vai ler e não vai entrar na escola
12364,"Se o mosquito da Dengue e Zika gosta mesmo se sujeira, tá em ótimo País..é só sujeirada e roubalheira..."
12365,Japão detecta 3º caso de Zika em mulher que foi picada por mosquito no Brasil https://t.co/MQ7wORxtCF
12366,"Eu to loka todo mosquito que chega perto de mim, já dou um samurai achando que é zica, cunha, ou dengue 👊"
12367,Zapeando aqui e ouvi o R.R.Soares expulsando o espirito da zica e da dengue... pensei que as doenças era coisa do mosquito...
12368,"Dormi no escritório por 20 minutos e a janela estava aberta e estou com mais de 5 mordidas de mosquito, espero n acordar c zika ou mutante"
12369,Molusco supera Mosquito no Brasil. Que fase... #ZikaVirus  #ZikouTudo
12370,Cacau mais queimada do que o novo papel Baigon pra espantar o mosquito do zika Vírus e os pernilongos!   Não vou mentir adoooroooo!
12371,"Eu sou uma pessoa louca mesmo,sempre q passo na rua e sinto que tem alguma coisa me picando penso q é o mosquito da zika e saio correndo ..."
12372,Dani perguntou se eu sou o mosquito da dengue pq o nome do meu Wifi é ZikaVirus hahahahaha
12373,Tem um mosquito no meu quarto e to com preguiça de matar ele. Ctz q vou pegar dengue e zika.
12374,Acorda pra Zika @amplaenergia tem muito mosquito Aki em São Francisco @BlogNiteroi @NiteroiRadar
12375,gnt eu não sei OQ tá acontecendo mas QUANTO MOSQUITO É ESSE???????? MEU DEUS ZIKA VÍRUS
12376,Um mosquito acabou de me picar e nada tira da minha cabeça que eu to com zika
12377,"Aranha , lacraia ( deeeus me livre ) , Mosquito da ZIKA  https://t.co/dSELce2RIm"
12378,'Tem que matar os mosquitos já pensou se eh um mosquito zika'  😂😂😂
12379,Q eu logo salvei como o nome daqueles mosquito kkkk zika vírus esses aí kkkkkkk
12380,VAI POLSAR UM MOSQUITO DA ZIKA NA ÁGUA PARADA QUE O CARA FEZ DE PRATO. #MasterChefBR
12381,@lightclientes metade do bairro tem luz. Poxa acordo daqui a pouco pra trab. Sem ventilador nesse calor ta difícil. Mosquito atacando. #zika
12382,"Tamires : Na vizinhança dele nem deve ter dengue, pq o cece dele matou todos os mosquitos Nathalia : Xô zica Bia:Kkkkkkkk parei depois dessa"
12383,Tem vários mosquito da zikavirus aqui em casa
12384,Os mosquitos abusam tanto de mim que é um milagre ter sido o único dessa casa a não ter tido zika
12385,artista recria princesas disney como mosquitos do zika virus
12386,baixando aplicativo pra mata o mosquito zika virus
12387,"@acordouacordou Vamos pegar mlhões d mosquito d dengue soltar na casa dele p ver s ele morre d zika, assimn como ele matou a nossa esperança"
12388,'Eu deixei o mosquito da dengue me picar pra eu pegar zica e não vir pra escola ' KKKKKKK @peppanada
12389,"Se o mosquito não pica, tchau zica. Excelente firma de divulgar para as crianças informações úteis sobre o... https://t.co/cDzGX5ogCx"
12390,mto triste quando vc ta vendo a morte de yusuke urameshi e aparece um mosquito da zika ja obeso de seu sangue voando de seu braço
12391,Bom dia!! Enfim melhorando dessa Zika chata... Mosquito dos infernos...
12392,Do que adianta fazer um tinder de zika vírus se o mosquito VOA????
12393,Saiba tudo sobre o mosquito zica https://t.co/jmkpenMt9R https://t.co/oZ31ogvWOe
12394,Ecossistema e a biodiversidade cadeia alimentar o sapo e o zica é correto ou não mosquito inseto é comida de sapo kkkkkkkk!!!!
12395,Projeto de mosquito Aedes transgênico se expande em SP para conter dengue e zika https://t.co/2Pr8iiynVR
12396,Yasmin em como evitar o mosquito da dengue #zikavirus #zikazero #dengue lik do YouTube https://t.co/b1vCNy0yzO https://t.co/P3EiNYCY4D
12397,Tentar impedir o terrorismo dialogando com os extremistas islâmicos é como tentar impedir a Zika dialogando com o mosquito transmissor
12398,Meu quarto tem tanto mosquito q sinceramente acho um milagre eu não ter pego zika
12399,"mano, olha esse mosquitão. isso é pior que dengue, zika e chikungunya https://t.co/GaK4qIcdoc"
12400,Esse fato está mais para guerra bacteriológica transmitida por mosquitos!!! https://t.co/mNu5ZPf1lO
12401,@polyananc @borntoetc zika não o mosquito tá gente
12402,#Gestante saiba como se proteger do #Zika. #ZikaZero #JudiciárioContraOMosquito https://t.co/nFrwy0G6IH
12403,"A Energisa se juntou por completo aos agentes de combate ao mosquito transmissor da dengue, zika e chikungunya.... https://t.co/frKqZTd5aE"
12404,"Pqp!   Mosquito da dengue tava picando minha mão. Dei um tapão e tá aqui morto. Espero não pegar dengue, zika ou chikungunya..."
12405,Um mosquito acabou de me picar... Agora é só deitar em posição fetal e esperar a zika
12406,"Momento de mobilização Escolas unidas contra um mosquito que abala toda a uma população. Dengue, Zica e... https://t.co/Ssy0SOUd4r"
12407,Dilma Zika (Resposta do Mosquito) https://t.co/PsjJfXK9Fe
12408,"Teori já protegeu Renan Calheiros, réus do mensalão, executivo da Odebrecht, Lula e olha ouvi dizer q ele é muito amigo do mosquito da Zika"
12409,ontem fui picada por tanto mosquito que to com medo de ter pego zika
12410,"Pais preocupados em proteger as crianças dos mosquitos transmissores de dengue, zika e chikungunya: fiquem de... https://t.co/nIEMd33dR7"
12411,"Vamos combater o mosquito Aedes aegypti, transmissor da Dengue, Zika Vírus e da Febre Chikungunya. Não deixe água... https://t.co/qVx9j7tSyl"
12412,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/TUi2eH5LYL
12413,"Vamos evitar a proliferação da dengue, zika vírus e chikungunya. Todos juntos podemos proteger o Amazonas https://t.co/3SyidcBtRL"
12414,#Aedesaegypti Combate ao mosquito da #dengue e Zika Vírus começa em casa. Assista ao vídeo: https://t.co/zEkfphzAn0 https://t.co/7fpsURJBYu
12415,"'Falaremos do zica vírus, um mosquito trasmitido pela chikungunya'- Ferreira, Cecília"
12416,Todos contra um mosquito! #Dengue #Zika #Redução #Ipatinga #ValeDoAço https://t.co/XByR5E9Fml
12417,"aí vc abre a janela pra então um vento, entra 101 mosquito, 321 pernilongos , 533 Zika vírus, 979 chicungunha e nada do ar."
12418,"@SuperVia_trens   Eu que o diga! Perdi feio pra o Mosquito, fazendo quase 01 mês, e eu com essa Zica. Eu acho que no meu caso, foi Dengue."
12419,"Matei um mosquito da dengue/zica,  parecia um lago de sangue no meu braço, nossa. Espero que não tenha me mordido."
12420,"O povo vê q essa porra de Chico Cunha, zica, dengue, Mariana Ximenes, esse crl td só tá se espalhando e nego n ajuda c essa porra d mosquito"
12421,Depios que peguei Zika não posso ver um mosquito voando perto de mim que já fico em estado de alerta
12422,"O #AedesAegypti é o mosquito transmissor do ZIKA, da DENGUE e da CHIKUNGUNYA... Vamos acabar com ELE. #XôMosquito https://t.co/jHnSMjmkUf"
12423,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/58Lpqi9gIr
12424,To com medo de ir no parque laje pq tem esse bgl da zika e lá é cheio de mosquito😹😹
12425,Ai a pessoa vem igual um musquito pra escolaa 😂😂 e ainda se acha O zika das quebrada 😂😂😂
12426,To tão zikado ultimamente que se um mosquito me picar ele pega zika
12427,"#QueNoTePique #CombateAedes #Zika #mosquito #zancudo @ Santiago, Chile https://t.co/gW6RcPRCBs"
12428,Já escutou 'MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA' de Sylvio D&amp;#x27;avila na #SoundCloud? #np https://t.co/LZ0l3tai1Q
12429,"Todos juntos no combate ao #mosquito transmissor da #Dengue, #Zika e #Chikungunya. #ZikaZero #TodosContraOAedes https://t.co/20mFuFoSIZ"
12430,"A vagabunda agora vai investir em combater a Zica,sendo q a população esta fazendo isso pegando a zica e o mosquito n tem mais quem picar"
12431,"Queria dizer tb que sou horrivel p matar mosquito, esse bixo pode ser o zika eu vou morrer se eu n matar ele"
12432,"@rafagomeess a mãe do mosquito que você chamou de puta vai voltar pra te picar, vai que ela transmite zica?"
12433,"Dica de Saúde: O uso do repelente evita a picada do mosquito Aedes Aegypti, transmissor da dengue, zika e chikugunya https://t.co/VwHMvlvAGK"
12434,Aí meu irmão fala na maior tranquilidade: 'nossa olha o mosquito q transmite zika'
12435,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/heVb5gfkzD
12436,Marca cria roupas para gestantes que afastam mosquito do zika vírus: https://t.co/D6U0ZveLTv https://t.co/dRsfMX8xkt
12437,"Meu quarto tem muito mosquito , daqui a pouco to com zica"
12438,Sabe o que mais me envergonha? Ser homem feito e ter medo de mosquito! Medo da zika! 󾌡󾌺
12439,#CrieNaCrise e seja feliz em 2016. Marca cria roupas para gestantes que afastam mosquito do zika vírus:... https://t.co/1QtQw4H15R
12440,"Teori já protegeu Renan Calheiros, réus do mensalão, executivo da Odebrecht, Lula e olha ouvi dizer q ele é muito amigo do mosquito da Zika"
12441,"Adquira a edição deste mês e saiba tudo sobre as três doenças causadas pelo mosquito Aedes aegypti: zika vírus, dengue e chikungunya."
12442,o zika eh transmitido pela saliva mas quem q vai beijar um mosquito na boca
12443,Saiba onde a zika e a dengue estão circulando no Estado e como se proteger https://t.co/EpcOH8XNzQ https://t.co/WiCF67mZFl
12444,Olha n sei vcs mas estou sendo comida viva pelos mosquitos  O zika vírus veio vlw ufes
12445,to cheia de picada de mosquito to com medo de pegar zika de novo ou chico cunha
12446,Acho que esse mosquitos da dengue e da zica vão acabar com todo mundo... Que medo.
12447,"Zika Zero: Um mosquito não é mais forte que um país inteiro! Cuide da sua casa, acabe com a água parada, mobil... https://t.co/1wQMSZXuFg"
12448,"Hoje fui picada por um mosquito muito parecido com o aedes que transmite a zica, agora dor de cabeça... Homem só... https://t.co/AVczEHgdcM"
12449,Até o mosquito é zika e você não
12450,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/KbExKVOQnI
12451,"@xyzw12341 ENTÃO 'ORGANIZAÇÃO DAS NAÇÕES UNIDAS' TEM ALGO A DECLARAR, A ZIKA POR AQUI É MAIOR Q 1 MOSQUITO !?!?"
12452,Tem tanto mosquito na minha casa que eu não sei como eu ainda não peguei Zika
12453,"Contra a Dengue, Zika e Chikungunya, faça #asuaparte!   Denuncie focos do mosquito (71) 3288 - 8911 https://t.co/0BCtzxrcJP"
12454,Meu wpp tá tão parado que to com medo de algum mosquito me picar e eu pegar Zika vírus
12455,só entendi quando ele perguntou se em parnaiba tinha o mosquito zika e quando falou que era católico mas não acreditava em deus
12456,"Muita raça de mosquito aqui em casa, zica de novo n"
12457,"Zika vírus sofre mutações rapidamente e tem modo de transmissão inusitado, através dos mosquitos mas também de... https://t.co/RfEsZhPEO5"
12458,Agora a pessoa vê um mosquito e já acha que é zika
12459,Voto contra o impeachment: R$ 2 milhões Faltar sem justificativa: R$ 1 milhão Deixa o mosquito picar e pegar Zika: não tem preço
12460,"grazadeus nunca peguei dengue nem zica nem chico cunha, se o mosquito me picar quem morre é ele"
12461,"O mosquito da Zika, pica todo mundo, menos o Eduardo Cunha."
12462,Lembrando da palestra sobre zika vírus no maior foco de mosquitos de todo o Estado
12463,Zika: Os mosquitos geneticamente modificadas que causa cabeças menores? https://t.co/MW8gp5rWPM
12464,todo mosquito que eu vejo já acho que é zika
12465,Em tempos de Zika: visualização dos animais mais mortais do mundo #mosquito #ZikaVirus #dataviz #design #jornalismo https://t.co/K2lHlFmJRU
12466,Vários mosquito zica voando aqui
12467,vendo mosquitos contaminados com o vírus zika para ir pra bienal desse ano
12468,O negocio é a gente deixa a agua parada e os mosquitos se multiplicarem que quando eles vir a gente ataca eles com Zika
12469,"O povo aqui tá bebendo repelente, o medo do Chico Cunha, Dengue, Zika é tão grande q ninguém se liga em combater o mosquito só em repeli-los"
12470,Sumaré registra 40 casos de Zika #Dengue #Mosquito #XôMosquito https://t.co/N3niN4OcRC
12471,"Lembrando que o mosquito Aedes Aegypti esta cada dia fazendo mais vitimas com a Zika, Dengue, Chikungunya, então... https://t.co/DjyoGgrMm4"
12472,o mosquito é zika mas nois é mais
12473,"@CacauM7 segundo minha avó, zika não se pega por mosquito não jsjsjsjd"
12474,#SabadoJuntosNoClubeSDV encontraram o mosquito zika!!! https://t.co/fEj0CMiYex
12475,"Coceira na mão, um mosquito pikou na minha mão, to com zika"
12476,"ESTÃO FALANDO TANTO EM DENGUE, ZICA E OUTROS, QUE TINHA UM MOSQUITO AQUI NA TELA DO MEU COMPUTADOR E EU NÃO MATI... https://t.co/9XZyquPoKZ"
12477,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/BJRJdKtyiq
12478,fala igual aquela propaganda do mosquito da zika ' nao e possivel que um pais grande desse n possa muda isso' #QueroInternetSemLimite
12479,#JMTV mostrando foco de mosquito a quase um mês. O povo pega zica/dengue/chikungunya e diz q a culpa é do poder público.
12480,Zika fears grow as mosquitos spread https://t.co/OXJrOhTI6r
12481,"O que nego faz no horto do Barreto? Conta mosquito, pega zika virus e os caralho"
12482,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
12483,apareceu um mosquito estranho aqui em casa já me tranquei no quarto achando que era o zika
12484,"Estado Islamico pode vir ,Zika Vírus e Chikungunya, o mosquito Aedes Aegypti é a arma 3 em 1 que o Brasil possui. https://t.co/5MaUnMMYZy"
12485,"O mosquito é zika , mas nois é mais"
12486,"@ONUBrasil O zika vírus, a dengue, a chikungunya e a febre amarela se previnem com FÁBRICAS DE MOSQUITOS estéreis ou transgênicos."
12487,"tinha uns 10 mosquitos querendo atacar minha perna debaixo da mesa, se não peguei zika agora eu to imune"
12488,🌸 Lembrem - se: se o mosquito não pica não tem zika. 🌸
12489,O povo fala que pra se proteger da Zica tem que usar calsa e camisas de mangá cumprida!  Mais se eu fizer isso com esse calor fodeo
12490,#askluba luba você não é mosquito mas é zika
12491,"eu vejo um mosquito perto de mim, ja acho que vou pegar uma zika, dengue essas porra aí"
12492,nossa matei o mosquito e botei a mao na boca sem querer.. já sinto o gosto da zica
12493,"#SigaMafiaEComandoTag Não bastava a zika da vida, aí vem a zika do mosquito"
12494,Como o mosquito da #dengue (e do #zika) fez São Paulo se tornar uma metrópole https://t.co/irDIvIBqca | via @revistasuper
12495,"Tô cheia de picadas de mosquitos, e parece que onde vou, dá algo de errado. O zika deve ter me picado."
12496,Mosquitos da Zika e Dengue coloridos deixam moradores intrigados. https://t.co/nGvB2Sbxia https://t.co/hc8mubm0Vf
12497,"Esse slogan da campanha contra o zika vai ficar bem feio quando o país inteiro perder pro mosquito. 'Brasil, nem do Zika ganha'"
12498,se eu fosse um bicho seria um mosquito nos ia ser zika
12499,@FranzaoRafa kakakakakakkaka nois não é mosquito mais é zika
12500,Nos não e mosquito mas nos e muito zika
12501,"Como se não bastasse o mosquito aedes aegypti transmissor da zika, chingununya e da dengue agora o vírus H1N1 voltou com tudo. Oremos!"
12502,"Enquanto o povo fica postando não vai ter golpe!!! Muda o foco: O mosquito da dengue, Zica, chikungunya, está... https://t.co/PPKbwf3Di7"
12503,vc abre a janela e entra mosquito pernilongo abelha boi boiada zika onça jacaré dinossauro elefante girafa hiena tudo... menos o vento
12504,@karinnamelo meião pra proteger da picada do perigoso zika virus menina esperta
12505,Zika vírus: orégano e cravo podem matar larva do mosquito https://t.co/DnwBKKQTaT
12506,só espero q esses mosquito q tão me picando não tenham as zica lá pq tenho mt prova pra fazer n posso ir pra hospital morrer no corredor
